NG Num,     3,Result Comment: , 1 = Pass (Green --> Under +/- Threshold of Target or Compared with Golden Sample)
Node NG,    0,                , 0 = Fail (Purple --> Less than Target Voltage)
Line NG,    3,                , 4 = Fail (Red --> More than Target Voltage)
                            ,,, 7 = Fail (Blue --> More or Less than  +/- Threshold of Compared with Golden Sample)
            ,,Fail Parameter: , A = Voltage vs Target
                            ,,, B = Voltage vs Golden Sample
                            ,,, C = Calibration vs Golden Sample
Title,SiS AutoTool_0519A_1+1_150615
ITO,Default
Golden Sample, None

Node Constraints
Target Voltage Threshold (%),Post,12,3.01V,Neg,12,2.37V
Line Constraints
Threshold (%),Calib Time,-25,20
Out of Spec Node (%),Tx,50,Rx,50

X Inverse,0,Y Inverse,0,
XY Exchange
Channel Info,

Data Type,1
region_x_num_per_chip,,Master,3,
region_y_num_per_chip,,Master,5,

Width,28,
Height,48,
Button,0,,,

Table1:,CalibLoopcnt
 Y\X,            X1,            X2,            X3,            X4,            X5,            X6,            X7,            X8,            X9,           X10,           X11,           X12,           X13,           X14,           X15,           X16,           X17,           X18,           X19,           X20,           X21,           X22,           X23,           X24,           X25,           X26,           X27,           X28,
 Y35,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y34,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y33,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y32,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y31,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y30,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y29,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y28,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y27,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y26,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y25,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y24,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y23,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y22,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y21,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y20,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y19,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y18,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y17,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y16,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y15,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y14,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y13,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y12,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y11,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
 Y10,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
  Y9,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
  Y8,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
  Y7,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
  Y6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
  Y5,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
  Y4,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
  Y3,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
  Y2,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,
  Y1,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,             6,

Table2:,CalibSampleTime
 Y\X,            X1,            X2,            X3,            X4,            X5,            X6,            X7,            X8,            X9,           X10,           X11,           X12,           X13,           X14,           X15,           X16,           X17,           X18,           X19,           X20,           X21,           X22,           X23,           X24,           X25,           X26,           X27,           X28,
 Y48,         0.825,         1.025,         1.000,         0.925,         0.875,         0.900,         0.825,         0.825,         0.850,         0.850,         0.800,         0.800,         0.775,         0.800,         0.825,         0.825,         0.850,         0.875,         0.875,         0.875,         1.025,         1.000,         1.000,         1.000,         0.975,         0.950,         0.950,         0.575,
 Y47,         1.300,         1.650,         1.525,         1.400,         1.375,         1.350,         1.275,         1.250,         1.300,         1.275,         1.275,         1.225,         1.225,         1.200,         1.275,         1.250,         1.275,         1.300,         1.325,         1.300,         1.600,         1.550,         1.550,         1.525,         1.475,         1.400,         1.425,         0.775,
 Y46,         1.275,         1.575,         1.475,         1.375,         1.325,         1.325,         1.250,         1.225,         1.250,         1.250,         1.250,         1.200,         1.225,         1.200,         1.225,         1.225,         1.275,         1.275,         1.325,         1.300,         1.525,         1.525,         1.550,         1.475,         1.450,         1.400,         1.400,         0.800,
 Y45,         1.250,         1.600,         1.500,         1.350,         1.375,         1.325,         1.225,         1.225,         1.250,         1.250,         1.275,         1.200,         1.175,         1.200,         1.250,         1.225,         1.275,         1.250,         1.300,         1.325,         1.525,         1.500,         1.550,         1.475,         1.425,         1.400,         1.375,         0.825,
 Y44,         1.250,         1.525,         1.450,         1.350,         1.300,         1.300,         1.250,         1.225,         1.250,         1.250,         1.225,         1.150,         1.175,         1.175,         1.225,         1.225,         1.250,         1.275,         1.325,         1.250,         1.500,         1.525,         1.500,         1.475,         1.425,         1.375,         1.375,         0.825,
 Y43,         1.250,         1.575,         1.475,         1.350,         1.325,         1.325,         1.225,         1.225,         1.275,         1.250,         1.250,         1.175,         1.175,         1.175,         1.225,         1.200,         1.250,         1.275,         1.300,         1.275,         1.525,         1.475,         1.500,         1.475,         1.400,         1.375,         1.350,         0.850,
 Y42,         1.250,         1.575,         1.475,         1.350,         1.350,         1.350,         1.250,         1.250,         1.300,         1.250,         1.250,         1.200,         1.200,         1.200,         1.250,         1.225,         1.275,         1.275,         1.300,         1.300,         1.550,         1.525,         1.550,         1.475,         1.450,         1.400,         1.375,         0.875,
 Y41,         1.250,         1.575,         1.450,         1.375,         1.325,         1.325,         1.275,         1.250,         1.250,         1.275,         1.250,         1.175,         1.200,         1.175,         1.225,         1.225,         1.250,         1.250,         1.325,         1.300,         1.525,         1.525,         1.525,         1.450,         1.425,         1.375,         1.375,         0.875,
 Y40,         1.250,         1.575,         1.475,         1.350,         1.325,         1.350,         1.250,         1.250,         1.275,         1.250,         1.225,         1.200,         1.175,         1.175,         1.250,         1.225,         1.275,         1.275,         1.300,         1.300,         1.575,         1.500,         1.500,         1.500,         1.425,         1.375,         1.400,         0.875,
 Y39,         1.250,         1.575,         1.450,         1.350,         1.350,         1.300,         1.250,         1.250,         1.250,         1.250,         1.250,         1.175,         1.200,         1.175,         1.225,         1.250,         1.250,         1.250,         1.300,         1.275,         1.500,         1.475,         1.550,         1.450,         1.400,         1.375,         1.350,         0.900,
 Y38,         1.250,         1.550,         1.450,         1.350,         1.350,         1.325,         1.250,         1.225,         1.275,         1.250,         1.225,         1.175,         1.200,         1.175,         1.250,         1.250,         1.275,         1.275,         1.300,         1.275,         1.500,         1.475,         1.525,         1.475,         1.425,         1.375,         1.400,         0.875,
 Y37,         1.250,         1.600,         1.475,         1.350,         1.350,         1.350,         1.250,         1.250,         1.300,         1.250,         1.250,         1.175,         1.200,         1.175,         1.225,         1.225,         1.250,         1.275,         1.275,         1.275,         1.500,         1.475,         1.500,         1.475,         1.400,         1.400,         1.375,         0.900,
 Y36,         1.250,         1.550,         1.450,         1.350,         1.350,         1.300,         1.250,         1.225,         1.275,         1.250,         1.250,         1.175,         1.175,         1.175,         1.250,         1.225,         1.275,         1.275,         1.300,         1.250,         1.475,         1.450,         1.475,         1.450,         1.425,         1.400,         1.400,         0.900,
 Y35,         1.225,         1.550,         1.425,         1.325,         1.300,         1.300,         1.225,         1.250,         1.250,         1.250,         1.225,         1.150,         1.150,         1.150,         1.225,         1.200,         1.250,         1.250,         1.250,         1.250,         1.475,         1.450,         1.500,         1.425,         1.425,         1.375,         1.400,         0.900,
 Y34,         1.250,         1.525,         1.425,         1.325,         1.275,         1.300,         1.250,         1.200,         1.250,         1.275,         1.200,         1.175,         1.175,         1.150,         1.225,         1.250,         1.225,         1.250,         1.275,         1.225,         1.450,         1.450,         1.425,         1.400,         1.425,         1.375,         1.425,         0.875,
 Y33,         1.225,         1.575,         1.475,         1.300,         1.325,         1.300,         1.250,         1.250,         1.275,         1.250,         1.275,         1.200,         1.175,         1.200,         1.225,         1.225,         1.275,         1.250,         1.250,         1.275,         1.475,         1.475,         1.475,         1.450,         1.400,         1.425,         1.400,         0.925,
 Y32,         1.250,         1.500,         1.450,         1.325,         1.250,         1.300,         1.250,         1.200,         1.300,         1.250,         1.225,         1.175,         1.200,         1.150,         1.250,         1.250,         1.225,         1.275,         1.275,         1.225,         1.500,         1.425,         1.425,         1.450,         1.400,         1.375,         1.425,         0.900,
 Y31,         1.250,         1.525,         1.425,         1.325,         1.275,         1.275,         1.200,         1.225,         1.275,         1.275,         1.250,         1.175,         1.175,         1.175,         1.225,         1.200,         1.250,         1.225,         1.275,         1.250,         1.475,         1.450,         1.475,         1.425,         1.425,         1.400,         1.425,         0.925,
 Y30,         1.225,         1.525,         1.425,         1.250,         1.275,         1.300,         1.175,         1.225,         1.275,         1.200,         1.250,         1.175,         1.150,         1.200,         1.225,         1.175,         1.250,         1.250,         1.225,         1.250,         1.475,         1.375,         1.475,         1.450,         1.350,         1.400,         1.350,         0.925,
 Y29,         1.250,         1.525,         1.400,         1.325,         1.300,         1.300,         1.225,         1.250,         1.275,         1.250,         1.250,         1.175,         1.200,         1.200,         1.225,         1.225,         1.250,         1.225,         1.250,         1.250,         1.500,         1.475,         1.475,         1.425,         1.425,         1.425,         1.425,         0.925,
 Y28,         1.225,         1.550,         1.425,         1.325,         1.300,         1.300,         1.225,         1.225,         1.250,         1.225,         1.250,         1.175,         1.175,         1.200,         1.200,         1.225,         1.275,         1.250,         1.250,         1.275,         1.450,         1.475,         1.500,         1.450,         1.425,         1.425,         1.425,         0.925,
 Y27,         1.250,         1.525,         1.450,         1.350,         1.325,         1.325,         1.250,         1.225,         1.250,         1.250,         1.250,         1.150,         1.175,         1.200,         1.200,         1.225,         1.250,         1.250,         1.275,         1.275,         1.475,         1.475,         1.500,         1.475,         1.425,         1.400,         1.425,         0.925,
 Y26,         1.250,         1.525,         1.450,         1.350,         1.300,         1.300,         1.225,         1.225,         1.250,         1.250,         1.250,         1.150,         1.175,         1.175,         1.200,         1.200,         1.275,         1.225,         1.275,         1.275,         1.425,         1.450,         1.500,         1.475,         1.400,         1.425,         1.400,         0.925,
 Y25,         1.250,         1.525,         1.425,         1.350,         1.350,         1.300,         1.225,         1.225,         1.250,         1.250,         1.225,         1.175,         1.175,         1.225,         1.200,         1.225,         1.250,         1.250,         1.275,         1.250,         1.475,         1.500,         1.500,         1.450,         1.425,         1.400,         1.425,         0.925,
 Y24,         1.250,         1.575,         1.450,         1.350,         1.325,         1.325,         1.225,         1.200,         1.275,         1.225,         1.250,         1.175,         1.175,         1.175,         1.225,         1.200,         1.275,         1.275,         1.275,         1.300,         1.500,         1.500,         1.525,         1.475,         1.425,         1.425,         1.425,         0.925,
 Y23,         1.225,         1.550,         1.450,         1.325,         1.325,         1.325,         1.225,         1.200,         1.250,         1.225,         1.225,         1.200,         1.200,         1.200,         1.225,         1.225,         1.275,         1.275,         1.275,         1.300,         1.525,         1.500,         1.525,         1.450,         1.450,         1.400,         1.425,         0.925,
 Y22,         1.225,         1.525,         1.475,         1.375,         1.325,         1.300,         1.250,         1.200,         1.225,         1.225,         1.225,         1.175,         1.200,         1.175,         1.225,         1.250,         1.250,         1.250,         1.325,         1.300,         1.525,         1.500,         1.500,         1.475,         1.450,         1.375,         1.450,         0.950,
 Y21,         1.250,         1.550,         1.475,         1.375,         1.300,         1.325,         1.225,         1.225,         1.250,         1.275,         1.250,         1.200,         1.200,         1.175,         1.225,         1.225,         1.275,         1.275,         1.300,         1.300,         1.525,         1.500,         1.525,         1.450,         1.425,         1.375,         1.425,         0.950,
 Y20,         1.250,         1.550,         1.425,         1.375,         1.325,         1.300,         1.250,         1.250,         1.250,         1.275,         1.250,         1.175,         1.175,         1.175,         1.225,         1.225,         1.250,         1.250,         1.300,         1.300,         1.500,         1.500,         1.500,         1.450,         1.450,         1.400,         1.425,         0.950,
 Y19,         1.250,         1.550,         1.450,         1.375,         1.350,         1.325,         1.250,         1.250,         1.275,         1.300,         1.250,         1.175,         1.225,         1.200,         1.225,         1.250,         1.275,         1.275,         1.300,         1.300,         1.525,         1.525,         1.500,         1.450,         1.425,         1.400,         1.425,         0.950,
 Y18,         1.250,         1.550,         1.450,         1.350,         1.325,         1.325,         1.275,         1.250,         1.275,         1.275,         1.250,         1.200,         1.200,         1.200,         1.225,         1.250,         1.250,         1.275,         1.300,         1.300,         1.500,         1.500,         1.500,         1.450,         1.400,         1.400,         1.400,         0.925,
 Y17,         1.250,         1.525,         1.475,         1.375,         1.350,         1.350,         1.275,         1.225,         1.300,         1.275,         1.225,         1.200,         1.200,         1.225,         1.200,         1.225,         1.275,         1.275,         1.300,         1.275,         1.550,         1.500,         1.500,         1.475,         1.350,         1.175,         0.800,         0.475,
 Y16,         1.250,         1.525,         1.475,         1.350,         1.325,         1.350,         1.250,         1.225,         1.300,         1.250,         1.225,         1.150,         1.200,         1.175,         1.250,         1.225,         1.250,         1.300,         1.300,         1.275,         1.550,         1.500,         1.450,         1.425,         1.100,         0.525,         1.100,         0.825,
 Y15,         1.225,         1.550,         1.500,         1.375,         1.350,         1.325,         1.275,         1.275,         1.275,         1.275,         1.250,         1.175,         1.175,         1.200,         1.225,         1.225,         1.275,         1.250,         1.300,         1.325,         1.475,         1.475,         1.350,         0.525,         0.975,         1.200,         1.200,         0.900,
 Y14,         1.250,         1.575,         1.475,         1.350,         1.325,         1.325,         1.250,         1.250,         1.275,         1.250,         1.225,         1.175,         1.150,         1.175,         1.250,         1.200,         1.250,         1.250,         1.275,         1.250,         1.300,         0.600,         0.900,         1.150,         1.175,         1.200,         1.200,         0.900,
 Y13,         1.250,         1.575,         1.450,         1.375,         1.350,         1.325,         1.250,         1.250,         1.275,         1.250,         1.225,         1.200,         1.175,         1.200,         1.250,         1.225,         1.250,         1.250,         1.250,         0.900,         0.625,         1.100,         1.250,         1.225,         1.200,         1.200,         1.225,         0.900,
 Y12,         1.275,         1.550,         1.450,         1.375,         1.350,         1.300,         1.275,         1.275,         1.275,         1.275,         1.250,         1.150,         1.200,         1.175,         1.200,         1.200,         1.200,         0.950,         0.600,         1.075,         1.275,         1.250,         1.275,         1.200,         1.225,         1.200,         1.200,         0.900,
 Y11,         1.275,         1.550,         1.450,         1.400,         1.325,         1.300,         1.275,         1.250,         1.250,         1.275,         1.225,         1.175,         1.200,         1.200,         1.200,         1.125,         0.550,         1.000,         1.125,         1.075,         1.300,         1.300,         1.250,         1.250,         1.225,         1.175,         1.225,         0.900,
 Y10,         1.275,         1.550,         1.450,         1.400,         1.325,         1.325,         1.275,         1.250,         1.275,         1.275,         1.250,         1.175,         1.175,         1.075,         0.525,         0.975,         1.050,         1.075,         1.125,         1.100,         1.275,         1.275,         1.250,         1.200,         1.225,         1.175,         1.200,         0.900,
  Y9,         1.275,         1.575,         1.475,         1.375,         1.325,         1.325,         1.275,         1.250,         1.200,         1.275,         1.225,         1.050,         0.675,         0.750,         1.000,         1.050,         1.075,         1.075,         1.125,         1.100,         1.250,         1.275,         1.275,         1.175,         1.225,         1.200,         1.200,         0.900,
  Y8,         1.275,         1.575,         1.425,         1.375,         1.350,         1.325,         1.250,         1.250,         1.225,         1.225,         0.775,         0.600,         0.950,         1.000,         1.050,         1.050,         1.075,         1.075,         1.125,         1.125,         1.250,         1.275,         1.250,         1.225,         1.225,         1.175,         1.200,         0.900,
  Y7,         1.250,         1.550,         1.475,         1.350,         1.325,         1.350,         1.225,         1.200,         1.025,         0.550,         0.925,         1.000,         1.000,         1.025,         1.075,         1.050,         1.075,         1.100,         1.100,         1.100,         1.250,         1.275,         1.250,         1.225,         1.175,         1.175,         1.175,         0.925,
  Y6,         1.275,         1.575,         1.450,         1.350,         1.325,         1.300,         1.100,         0.550,         0.950,         0.975,         1.050,         1.025,         1.000,         1.025,         1.050,         1.050,         1.100,         1.075,         1.075,         1.100,         1.275,         1.250,         1.250,         1.225,         1.150,         1.175,         1.125,         0.925,
  Y5,         1.250,         1.600,         1.425,         1.325,         1.250,         0.650,         0.800,         0.975,         1.025,         1.000,         1.075,         1.025,         1.000,         1.025,         1.075,         1.025,         1.100,         1.100,         1.125,         1.125,         1.275,         1.250,         1.250,         1.175,         1.175,         1.175,         1.150,         0.950,
  Y4,         1.250,         1.575,         1.425,         0.800,         1.000,         0.975,         0.925,         1.025,         1.100,         1.075,         1.050,         1.025,         1.000,         1.025,         1.050,         1.050,         1.100,         1.100,         1.100,         1.100,         1.275,         1.250,         1.250,         1.200,         1.125,         1.125,         1.100,         0.900,
  Y3,         1.250,         1.350,         1.075,         1.175,         1.100,         1.025,         1.025,         1.075,         1.100,         1.100,         1.100,         1.050,         1.025,         1.050,         1.075,         1.050,         1.100,         1.100,         1.125,         1.100,         1.250,         1.250,         1.225,         1.175,         1.100,         1.100,         1.050,         0.925,
  Y2,         0.975,         1.350,         1.250,         1.175,         1.150,         1.025,         1.075,         1.075,         1.125,         1.125,         1.125,         1.075,         1.050,         1.075,         1.100,         1.075,         1.125,         1.125,         1.125,         1.125,         1.250,         1.225,         1.225,         1.175,         1.100,         1.050,         1.000,         0.875,
  Y1,         0.725,         0.875,         0.825,         0.775,         0.750,         0.700,         0.700,         0.700,         0.725,         0.750,         0.800,         0.825,         0.825,         0.775,         0.800,         0.775,         0.775,         0.750,         0.775,         0.750,         0.825,         0.775,         0.775,         0.725,         0.700,         0.650,         0.575,         0.500,

Table3:,Voltage,(Target Voltage,2.692,)
 Y\X,            X1,            X2,            X3,            X4,            X5,            X6,            X7,            X8,            X9,           X10,           X11,           X12,           X13,           X14,           X15,           X16,           X17,           X18,           X19,           X20,           X21,           X22,           X23,           X24,           X25,           X26,           X27,           X28,
 Y48,         2.666,         2.653,         2.769,         2.718,         2.653,         2.731,         2.653,         2.640,         2.756,         2.718,         2.640,         2.731,         2.640,         2.679,         2.718,         2.679,         2.666,         2.731,         2.666,         2.653,         2.769,         2.692,         2.666,         2.731,         2.705,         2.705,         2.692,         2.705,
 Y47,         2.705,         2.795,         2.705,         2.705,         2.782,         2.679,         2.679,         2.692,         2.666,         2.640,         2.731,         2.705,         2.692,         2.705,         2.705,         2.679,         2.692,         2.679,         2.653,         2.692,         2.744,         2.679,         2.731,         2.744,         2.679,         2.718,         2.705,         2.731,
 Y46,         2.782,         2.705,         2.705,         2.834,         2.705,         2.744,         2.860,         2.692,         2.692,         2.847,         2.718,         2.756,         2.925,         2.744,         2.705,         2.834,         2.718,         2.718,         2.860,         2.718,         2.692,         2.886,         2.705,         2.718,         2.860,         2.718,         2.834,         2.731,
 Y45,         2.718,         2.756,         2.756,         2.666,         2.756,         2.744,         2.666,         2.666,         2.653,         2.666,         2.744,         2.744,         2.666,         2.705,         2.744,         2.705,         2.679,         2.653,         2.666,         2.756,         2.692,         2.666,         2.731,         2.731,         2.679,         2.731,         2.679,         2.692,
 Y44,         2.731,         2.653,         2.679,         2.705,         2.653,         2.679,         2.744,         2.679,         2.666,         2.692,         2.679,         2.653,         2.692,         2.679,         2.692,         2.705,         2.679,         2.692,         2.744,         2.640,         2.627,         2.756,         2.666,         2.692,         2.705,         2.679,         2.705,         2.666,
 Y43,         2.731,         2.679,         2.744,         2.718,         2.692,         2.756,         2.679,         2.653,         2.744,         2.679,         2.705,         2.731,         2.705,         2.679,         2.731,         2.679,         2.679,         2.756,         2.718,         2.679,         2.692,         2.666,         2.653,         2.756,         2.679,         2.705,         2.679,         2.718,
 Y42,         2.679,         2.744,         2.744,         2.692,         2.756,         2.769,         2.666,         2.731,         2.782,         2.666,         2.756,         2.782,         2.731,         2.769,         2.769,         2.692,         2.756,         2.744,         2.679,         2.744,         2.756,         2.705,         2.756,         2.731,         2.705,         2.756,         2.692,         2.769,
 Y41,         2.705,         2.679,         2.679,         2.705,         2.640,         2.705,         2.692,         2.666,         2.666,         2.692,         2.666,         2.718,         2.718,         2.640,         2.718,         2.679,         2.640,         2.679,         2.692,         2.679,         2.705,         2.692,         2.653,         2.692,         2.653,         2.653,         2.653,         2.692,
